No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude,Y house price of unit area
83.85,2013.09,21.3,233.1,6.98,24.94,121.51,62.19
240.46,2012.81,7.65,23.38,10.0,25.01,121.57,52.87
298.07,2012.67,21.01,1068.7,4.56,25.01,121.57,38.36
263.69,2013.58,17.63,3466.36,3.17,25.01,121.52,24.27
34.09,2012.81,11.48,2390.67,0.68,24.97,121.55,31.15
1.0,2012.99,30.84,2521.88,2.7,25.01,121.47,29.34
241.3,2013.13,22.39,1076.81,9.24,24.95,121.48,40.78
414.0,2012.85,23.14,1743.09,0.0,25.0,121.57,20.47
314.22,2013.21,23.45,1330.0,2.16,24.93,121.55,55.67
316.72,2013.15,5.62,1532.2,2.57,25.0,121.5,39.67
267.95,2012.86,20.94,201.77,5.96,25.01,121.57,60.45
264.71,2013.58,0.0,1633.32,3.02,24.99,121.55,30.8
172.62,2013.3,19.15,831.43,10.0,25.01,121.51,42.58
137.38,2013.34,39.72,2049.34,6.84,25.0,121.57,40.13
288.14,2013.02,29.26,23.38,6.36,24.98,121.49,38.6
1.0,2013.15,21.27,2689.52,0.0,24.93,121.51,13.51
50.55,2013.32,0.0,885.31,6.13,24.96,121.47,61.8
96.07,2012.94,8.47,1409.42,6.22,25.01,121.57,44.22
373.47,2013.15,26.33,755.58,2.09,25.01,121.47,49.17
334.35,2013.25,14.1,23.38,4.4,25.0,121.47,51.56
297.98,2012.84,10.48,668.13,4.11,25.0,121.57,39.49
414.0,2013.1,14.5,793.68,8.77,24.97,121.57,33.28
394.67,2012.81,0.0,728.97,3.71,24.93,121.57,23.91
342.5,2012.93,7.24,1446.66,2.88,24.96,121.47,24.88
249.05,2013.21,17.76,466.98,7.88,24.99,121.57,49.7
291.18,2012.89,2.45,2123.93,4.48,24.94,121.57,29.75
258.57,2012.93,0.0,23.38,7.05,24.97,121.47,52.06
251.92,2012.67,2.53,23.38,5.56,24.93,121.57,41.34
47.26,2012.92,0.0,2688.25,2.19,24.93,121.48,9.57
273.98,2012.94,9.5,627.86,3.86,24.98,121.57,41.39
26.09,2013.16,12.96,23.38,6.11,25.01,121.57,57.23
113.86,2013.09,43.8,1254.86,6.54,24.98,121.49,36.26
222.2,2012.67,24.76,259.92,5.28,24.93,121.51,33.27
38.01,2012.96,26.39,756.51,3.81,25.01,121.5,46.37
375.26,2012.99,16.49,2857.19,2.93,25.01,121.51,19.86
400.06,2012.9,11.59,984.38,6.17,24.98,121.48,34.09
146.1,2013.04,0.0,23.38,6.08,24.93,121.57,64.39
182.12,2013.34,0.0,2126.64,2.72,24.93,121.47,42.93
222.96,2013.1,13.72,2254.34,0.48,24.94,121.57,17.57
104.82,2013.3,9.97,1943.99,0.0,24.93,121.49,39.61
226.12,2012.87,13.87,23.38,8.51,24.99,121.57,50.83
118.57,2013.34,20.47,1153.54,2.67,24.95,121.57,35.17
260.34,2013.0,24.54,1306.18,4.7,24.93,121.47,26.46
167.9,2013.01,8.95,218.13,7.2,25.0,121.57,49.01
131.36,2012.67,0.0,708.26,4.29,24.96,121.51,37.26
202.59,2013.07,0.0,23.38,5.93,24.98,121.57,47.22
149.61,2013.24,23.11,2496.27,2.91,24.93,121.48,17.05
109.77,2012.9,6.58,2420.54,4.66,25.01,121.49,12.68
114.32,2013.04,7.12,23.38,6.3,24.99,121.57,51.09
174.37,2013.26,14.98,2403.96,0.57,24.93,121.49,42.23
84.39,2012.83,24.27,1770.17,3.24,24.93,121.55,44.76
320.68,2012.91,0.0,1493.19,1.83,25.01,121.5,53.69
318.14,2013.49,43.8,23.38,6.45,24.93,121.48,36.34
406.72,2013.21,0.0,1976.51,0.0,24.95,121.54,20.1
357.21,2013.33,22.19,1318.12,2.2,24.96,121.5,27.82
285.24,2012.67,33.69,2304.36,5.32,25.01,121.51,27.33
414.0,2013.23,21.57,23.38,3.96,25.01,121.48,47.42
160.46,2012.89,23.43,134.59,4.31,24.97,121.57,43.94
256.42,2013.4,10.13,124.76,4.77,24.98,121.57,58.96
378.38,2012.67,27.9,3313.26,0.04,25.0,121.52,18.78
311.7,2013.27,11.0,691.97,3.34,25.01,121.55,41.1
255.72,2013.13,18.33,1130.02,3.59,24.95,121.55,47.53
346.06,2012.67,16.04,2911.99,0.0,24.93,121.56,18.54
155.05,2012.94,33.69,695.7,4.72,24.95,121.56,48.17
341.03,2013.22,22.75,1324.03,2.74,25.01,121.51,31.68
129.33,2013.02,35.06,2237.59,3.13,24.93,121.51,29.21
372.11,2012.74,14.85,115.17,5.8,24.98,121.52,56.6
344.41,2013.35,4.54,2469.93,2.91,25.01,121.47,32.32
275.79,2012.68,9.58,1570.76,5.79,24.99,121.47,42.08
217.27,2013.11,29.76,2676.23,2.56,24.96,121.47,19.0
90.96,2012.77,8.98,1357.06,0.19,25.0,121.57,43.18
224.07,2012.67,12.62,2444.36,0.39,24.97,121.49,35.84
349.2,2012.94,39.02,572.14,3.1,25.0,121.57,48.02
74.19,2013.33,19.24,589.07,6.69,24.93,121.47,42.3
105.99,2013.31,15.47,23.38,8.22,24.93,121.57,43.6
311.72,2013.51,8.8,23.38,8.14,25.01,121.56,72.07
321.62,2012.82,20.14,23.38,6.04,24.96,121.52,38.53
350.73,2013.46,22.14,23.38,9.52,25.01,121.51,51.27
29.53,2012.94,10.93,2509.69,0.45,25.01,121.5,27.27
379.44,2013.1,11.56,475.35,4.58,25.0,121.48,57.88
90.67,2013.28,19.81,2008.55,5.73,24.96,121.47,32.18
242.39,2013.18,24.15,23.38,10.0,25.01,121.57,53.11
13.3,2013.42,31.33,2554.89,2.41,24.94,121.57,25.75
235.64,2013.48,30.61,23.38,9.5,24.97,121.56,56.78
182.42,2013.58,19.4,1334.1,5.94,24.98,121.53,28.0
377.81,2012.87,0.0,1543.64,5.35,25.0,121.57,60.84
232.38,2013.05,39.4,2463.38,0.72,24.93,121.57,7.6
